"",,,,,,PMIS - Total
CustomerDate Hour of MetricsDay,Airport,City,State,Checkpoint,,Throughput
"",,,,,,(Unadjusted)
"",Ted Stevens AnchorageANC,267InternationalAnchorage,AK,South Checkpoint,,
"",ATL,"Hartsfield Atlanta International Atlanta,",GA,Main Checkpoint,,21
"",BOS,Logan International East Boston,MA,E2,,7
"",BQN,Rafael Hernandez Aguadilla,PR,Rafael Hernandez Air,,186
"",DEN,Denver International Denver,CO,South,,36
"",,,,Blue-2,,12
"",DTW,Detroit Metro Wayne County Detroit,MI,,,
"",,,,Red 3,,2
"",,,,Terminal B/3,,63
"",EWR,Newark International Newark,NJ,,,
"",,,,Terminal C/1,,16
"",FAI,Fairbanks International Fairbanks,AK,ASAA-FAI,,104
"",FAT,Fresno Air Terminal Fresno,CA,FAT 01,,75
"",GUM,Antonio B. Won Pat International Tamuning,GU,GUM01,,19
"",IAD,"Washington-Dulles International Washington, DC",VA,Passenger Screening Area:  PreCheck,,126
"",IAH,George Bush Intercontinental Houston,TX,12/AS Terminal,,2
"",,,,Terminal 1,,0
"",,,,Terminal 2,,0
"",,,,Terminal 4 Main,,185
"",JFK,John F. Kennedy International Jamaica,NY,,,
"",,,,Terminal 5,,1
"",,,,Terminal 7,,0
"",,,,Terminal 8,,85
"",,,,Term 1 - AB,,63
"",LAS,McCarran International Las Vegas,NV,Term 1 - D,,16
"",,,,Terminal 3 - E Upper,,110
"",,,,TBIT Main Checkpoint,,106
"",,,,Terminal 1.5 – Passenger,,0
"",,,,Terminal 2 - Passenger,,9
"",LAX,Los Angeles International Los Angeles,CA,,,
"",,,,Terminal 4A - Passenger,,81
"",,,,Terminal 5 - Passenger,,62
00:00,,,,,,
"",,,,Terminal 7 - Passenger,,15
"",LGA,LaGuardia Flushing,NY,TB-CHK,,2
9/5/2021,,,,,,
"",MDW,Chicago Midway Chicago,IL,Main Checkpoint,,0
"",,,,Int'l Arrivals,,0
"",MEM,Memphis International Memphis,TN,,,
"",,,,MEM-C,,0
"",,,,North 2,,79
