"",,,,,,PMIS - Total
CustomerDate Hour of MetricsDay,Airport,City,State,Checkpoint,,Throughput
"",,,,,,(Unadjusted)
"",Ted Stevens AnchorageANC,358InternationalAnchorage,AK,South Checkpoint,,
"",ATL,"Hartsfield Atlanta International Atlanta,",GA,Main Checkpoint,,8
"",BQN,Rafael Hernandez Aguadilla,PR,Rafael Hernandez Air,,179
"",DEN,Denver International Denver,CO,South,,74
"",,,,Blue-2,,18
"",DTW,Detroit Metro Wayne County Detroit,MI,,,
"",,,,Red 3,,28
"",,,,Terminal B/3,,2
"",EWR,Newark International Newark,NJ,,,
"",,,,Terminal C/1,,7
"",FAI,Fairbanks International Fairbanks,AK,ASAA-FAI,,93
"",FAT,Fresno Air Terminal Fresno,CA,FAT 01,,122
"",GUM,Antonio B. Won Pat International Tamuning,GU,GUM01,,34
"",IAD,"Washington-Dulles International Washington, DC",VA,Passenger Screening Area:  PreCheck,,89
"",,,,12/AS Terminal,,3
"",IAH,George Bush Intercontinental Houston,TX,,,
"",,,,21/B-Employee,,0
"",,,,Terminal 1,,15
"",,,,Terminal 2,,0
"",,,,Terminal 4 Main,,236
"",JFK,John F. Kennedy International Jamaica,NY,,,
"",,,,Terminal 5,,19
"",,,,Terminal 7,,0
"",,,,Terminal 8,,31
"",,,,Term 1 - AB,,9
"",LAS,McCarran International Las Vegas,NV,Term 1 - D,,16
"",,,,Terminal 3 - E Upper,,185
"",,,,TBIT Main Checkpoint,,234
"",,,,Terminal 1.5 – Passenger,,0
"",LAX,Los Angeles International Los Angeles,CA,Terminal 4A - Passenger,,103
00:00,,,,Terminal 5 - Passenger,,74
"",,,,Terminal 7 - Passenger,,8
"",LGA,LaGuardia Flushing,NY,TB-CHK,,5
"",MDW,Chicago Midway Chicago,IL,Main Checkpoint,,2
8/15/2021,,,,,,
"",,,,Int'l Arrivals,,0
"",MEM,Memphis International Memphis,TN,,,
"",,,,MEM-C,,0
"",,,,North 2,,154
"",MIA,Miami International Miami,FL,,,
"",,,,South-J1,,24
