"",,,,,,PMIS - Total
CustomerDate Hour of MetricsDay,Airport,City,State,Checkpoint,,Throughput
"",,,,,,(Unadjusted)
"",Ted Stevens AnchorageANC,28InternationalAnchorage,AK,South Checkpoint,,
"",DEN,Denver International Denver,CO,South,,7
"",,,,Blue-2,,2
"",DTW,Detroit Metro Wayne County Detroit,MI,,,
"",,,,Red 3,,1
"",,,,Terminal B/3,,1
"",EWR,Newark International Newark,NJ,,,
"",,,,Terminal C/1,,7
"",GUM,Antonio B. Won Pat International Tamuning,GU,GUM01,,2
"",Daniel K. Inouye InternationalHNL,0AirportHonolulu,HI,HNL03,,
"",IAD,"Washington-Dulles International Washington, DC",VA,Passenger Screening Area:  PreCheck,,2
"",IND,Indianapolis International Indianapolis,IN,Checkpoint A,,0
"",,,,Terminal 4 Main,,2
"",JFK,John F. Kennedy International Jamaica,NY,Terminal 5,,0
"",,,,Terminal 8,,0
"",,,,Term 1 - AB,,19
"",LAS,McCarran International Las Vegas,NV,Term 1 - D,,16
"",,,,Terminal 3 - E Upper,,5
"",,,,TBIT Main Checkpoint,,30
"",LAX,Los Angeles International Los Angeles,CA,Terminal 4A - Passenger,,26
"",,,,Terminal 5 - Passenger,,2
"",,,,EAST FIS,,0
"",MCO,Orlando International Orlando,FL,,,
"",,,,WEST FIS,,0
"",MDW,Chicago Midway Chicago,IL,Main Checkpoint,,0
00:00,MEM,Memphis International Memphis,TN,Int'l Arrivals,,0
"",,,,MEM-C,,0
"",MIA,Miami International Miami,FL,North 3,,0
"",MMH,Mammoth Yosemite Mammoth Lakes,CA,Checkpoint 1,,0
"",MSP,Minneapolis-St. Paul International St. Paul,MN,North CP,,6
"",ONT,Ontario International Ontario,CA,T4,,4
"",,,,4B,,15
"",ORD,Chicago-OHare International Chicago,IL,,,
4/5/2020,,,,6A,,7
"",PDX,Portland International Airport Portland,OR,PDX D/E,,0
"",PHL,Philadelphia International Philadelphia,PA,Checkpoint D\E,,0
"",,,,T-3 North,,10
"",PHX,Phoenix Sky Harbor International Phoenix,AZ,T-4 A,,13
